term,estimate,std_error,t_value,p_value
Intercept,-56.51737324894184,47.87298064703037,-1.180569341726327,0.23899862234028824
transit_need_index,-36.69095600600111,45.10096172151815,-0.8135293484993572,0.41675968088528637
weekday_total_trips_accessible_2025_january,0.03079082296298244,0.016793930993036093,1.8334494154912515,0.0680337485342255
