"Permit Number","Status","Street Number","Street Name","Street Suffix","Post-direction","City","State","ZIP code","Added Date","Issue Date","Final Date","Building Area","Declared Valuation","Description","Application Type","Work Type","Use Code","Pre-direction","Location"
"1008517","Finaled","12966","GRIFFIN","CIR",,"CLARKSBURG","MD","20871","09/30/2022","11/09/2022","08/25/2023","1,886","$187,000.00","Customer Wants To Use ePlans,Build MPDU TH","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,"POINT (-77.2510824 39.2308882)"
"1032581","Finaled","3013","PIANO","LN",,"SILVER SPRING","MD","20904","05/26/2023","06/14/2023","07/05/2023","900","$5,000.00","Customer Wants To Use ePlans,Add half bathroom on the main level. Install Non-load bearing walls.","BUILDING RESIDENTIAL PERMIT","ALTER","TOWNHOUSE",,"POINT (-76.94853802099993 39.07093700900003)"
"1015469","Finaled","19704","PRESERVATION","MEWS",,"MONTGOMERY VILLAGE","MD","20886","12/08/2022","01/19/2023","05/29/2023","1,938","$90,000.00","Customer Wants To Use ePlans,NEW TH","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,"POINT (-77.17618999999996 39.18638000000004)"
"1015470","Finaled","19702","PRESERVATION","MEWS",,"MONTGOMERY VILLAGE","MD","20886","12/08/2022","01/12/2023","05/29/2023","1,938","$90,000.00","Customer Wants To Use ePlans,NEW TH","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,"POINT (-77.17618999999996 39.18638000000004)"
"1023752","Finaled","8014","WARFIELD","RD",,"GAITHERSBURG","MD","20879","03/07/2023","04/03/2023","05/29/2023","240","$20,000.00","Customer Wants To Use ePlans,Construction of an open front porch with steps","BUILDING RESIDENTIAL PERMIT","ADD","TOWNHOUSE",,"POINT (-77.16398101199997 39.19255699900003)"
"1027160","Finaled","19737","BRASSIE","PL",,"MONTGOMERY VILLAGE","MD","20886","04/06/2023","05/30/2023","03/21/2024","2,176","$90,000.00","Customer Wants To Use ePlans,NEW TH LOT 22/H","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,"POINT (-77.202625638 39.177405031)"
"1064508","Finaled","20565","STRATH HAVEN","DR",,"MONTGOMERY VILLAGE","MD","20886","03/28/2024","03/28/2024","06/06/2024","169","$6,080.00","Customer Wants To Use ePlans,Installation of 8 roof mounted solar panels.","BUILDING RESIDENTIAL PERMIT","ALTER","TOWNHOUSE",,"POINT (-77.192771005 39.192373016)"
"1011493","Finaled","7028","ARTESA","LN",,"BETHESDA","MD","20817","10/27/2022","11/28/2022","07/25/2023","1,815","$300,000.00","Customer Wants To Use ePlans,Amalyn, Lot D011, 27MU, MPDU Interior Unit","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,"POINT (-77.1234374 39.0064501)"
"1024160","Finaled","19752","PRESERVATION","MEWS",,"MONTGOMERY VILLAGE","MD","20886","03/09/2023","04/28/2023","01/02/2024","1,938","$90,000.00","Customer Wants To Use ePlans,NEW TH","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,"POINT (-77.17619 39.18638)"
"1054757","Stop Work",,,,,,,,"01/02/2024","02/16/2024",,"1,581","$130,000.00","Customer Wants To Use ePlans,Model Home Abbey Elev. 12 #1570WAME","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,
"1054723","Finaled","10109","DALMATIAN","ST",,"ROCKVILLE","MD","20850","01/02/2024","02/01/2024","09/16/2024","3,961","$300,000.00","Customer Wants To Use ePlans,Site-specific Carderock model on lot 5B","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,"POINT (-77.1752479 39.0960292)"
"1054717","Finaled","10101","DALMATIAN","ST",,"ROCKVILLE","MD","20850","01/02/2024","01/30/2024","09/19/2024","3,394","$300,000.00","Customer Wants To Use ePlans,Site-specific Carderock model on lot 1B","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,"POINT (-77.1752479 39.0960292)"
"1054720","Finaled","10105","DALMATIAN","ST",,"ROCKVILLE","MD","20850","01/02/2024","02/06/2024","09/20/2024","3,977","$300,000.00","Customer Wants To Use ePlans,Site-specific Carderock model on lot 3B","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,"POINT (-77.1752479 39.0960292)"
"1054718","Finaled","10103","DALMATIAN","ST",,"ROCKVILLE","MD","20850","01/02/2024","01/30/2024","09/19/2024","3,744","$300,000.00","Customer Wants To Use ePlans,Site-specific Carderock model on lot 2B 3744 new 200 deck","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,"POINT (-77.1752479 39.0960292)"
"1029102","Finaled","22307","PLOVER","ST",,"CLARKSBURG","MD","20871","04/25/2023","05/25/2023","05/31/2023","222","$5,000.00","Customer Wants To Use ePlans, This application is to finish the garage as a sales office closing in the wall where the garage door is and adding a 6/8 door ILO the garage door.","BUILDING RESIDENTIAL PERMIT","ALTER","TOWNHOUSE",,
"1027569","Finaled","19721","BRASSIE","PL",,"MONTGOMERY VILLAGE","MD","20886","04/12/2023","06/07/2023","11/24/2023","2,173","$90,000.00","Customer Wants To Use ePlans,NEW TH LOT H/14","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,"POINT (-77.202625638 39.177405031)"
"1028866","Finaled","26409","SIR JAMIE","TER",,"DAMASCUS","MD","20872","04/24/2023","05/31/2023","01/26/2024","2,386","$250,000.00","Customer Wants To Use ePlans,Village At Damascus lot 24 BRADFORD Interior","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,"POINT (-77.2049921 39.2826721)"
"1024804","Finaled","19770","PRESERVATION","MEWS",,"MONTGOMERY VILLAGE","MD","20886","03/15/2023","05/31/2023","02/13/2024","1,959","$90,000.00","Customer Wants To Use ePlans,NEW TH","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,"POINT (-77.17619 39.18638)"
"1017935","Finaled","9731","TALL OAKS","RD",,"MONTGOMERY VILLAGE","MD","20886","01/09/2023","02/15/2023","05/31/2023","2,127","$175,000.00","Customer Wants To Use ePlans,NEW TH2127 SQ. FTCUSTOMER HAD 1846M. STUP","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,"POINT (-77.19607699499994 39.18524601000007)"
"1019265","Open","4500","WALSH","ST",,"CHEVY CHASE","MD","20815","01/23/2023",,,"7,350","$1,800,000.00","Customer Wants To Use ePlans,THIS PROJECT PROPOSES THREE NEW SINGLE-FAMILY TOWNHOUSE-STYLE APARTMENT UNITS SEPARATED BY A 2-HOUR FIREWALL. EACH UNIT HAS 4 LEVELS, A CELLAR, TWO STORIES, AND A PENTHOUSE WITH A ROOF DECK ON STORY 2 ALONG WITH AN INTERNAL GARAGE.SITE LOCATION:&nbsp; 4500 WALSH ST, CHEVY CHASE MD, 20815 - NEAREST CROSS STREET BEING WEST AVENUE","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,"POINT (-77.09011398099994 38.979253992000054)"
"1029417","Finaled","7749","HIAWATHA","LN",,"ROCKVILLE","MD","20855","04/27/2023","06/12/2023","02/27/2024","200","$75,000.00","Fire at neighbors house that spread over. Home repairs will put home back to prior loss condition, no changes.","BUILDING RESIDENTIAL PERMIT","RESTORE AND / OR REPAIR","TOWNHOUSE",,"POINT (-77.15792802 39.115640004)"
"1020353","Finaled","9827","POSTERITY","LN",,"MONTGOMERY VILLAGE","MD","20886","02/01/2023","03/24/2023","10/02/2023","1,728","$90,000.00","Customer Wants To Use ePlans,NEW TH","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,"POINT (-77.17619 39.18638)"
"1017937","Finaled","9727","TALL OAKS","RD",,"MONTGOMERY VILLAGE","MD","20886","01/09/2023","02/08/2023","06/01/2023","2,176","$175,000.00","Customer Wants To Use ePlans,NEW TH","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,"POINT (-77.19591203899995 39.185278993000054)"
"1032997","Finaled","12826","CLARKS CROSSING","DR",,"CLARKSBURG","MD","20871","06/01/2023","06/05/2023","07/19/2023","348","$58,081.00","Customer Wants To Use ePlans,Replace drywall to interior of garage , replace electric panel due to fire damge","BUILDING RESIDENTIAL PERMIT","RESTORE AND / OR REPAIR","TOWNHOUSE",,"POINT (-77.27137397799999 39.24508001600003)"
"1045359","Finaled","18704","BARN SWALLOW","TER",,"GAITHERSBURG","MD","20879","09/27/2023","10/23/2023","07/11/2024","600","$110,000.00","Customer Wants To Use ePlans  Interior work only,Building a new master bathroom upstairs, building a new closet, modifying hallway bathroom. Adding a window to the master-bathroom. Adding a bedroom to the basement. Installing egress window in basement new bedroom.","BUILDING RESIDENTIAL PERMIT","ALTER","TOWNHOUSE",,"POINT (-77.186579964 39.163318993)"
"1007013","Stop Work","19564","MONTGOMERY VILLAGE","AVE",,"MONTGOMERY VILLAGE","MD","20886","09/15/2022","12/01/2022","05/22/2023","1,728","$90,000.00","Customer Wants To Use ePlans,NEW TH","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,"POINT (-77.20154576299996 39.17915891000007)"
"1013931","Finaled","8084","INVERNESS RIDGE","RD",,"POTOMAC","MD","20854","11/22/2022","12/26/2022","06/04/2023","578","$160,000.00","Customer Wants To Use ePlans  Interior work only,Kitchen, Master suite, and Hall bath interior alteration","BUILDING RESIDENTIAL PERMIT","ALTER","TOWNHOUSE",,"POINT (-77.16514701799997 39.02907799400003)"
"1024161","Finaled","19750","PRESERVATION","MEWS",,"MONTGOMERY VILLAGE","MD","20886","03/09/2023","04/17/2023","01/03/2024","1,938","$90,000.00","Customer Wants To Use ePlans,NEW TH","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,"POINT (-77.17619 39.18638)"
"1032999","Finaled","11989","OLD COLUMBIA","PIKE",,"SILVER SPRING","MD","20904","06/01/2023","06/02/2023","10/10/2023","399","$25,200.00","Customer Wants To Use ePlans,Installation of a 8.4kw roof mounted solar system with 21 panels at 400 watts and 1 inverter.","BUILDING RESIDENTIAL PERMIT","ALTER","TOWNHOUSE",,"POINT (-76.975698991 39.051848021)"
"1024787","Finaled","19768","PRESERVATION","MEWS",,"MONTGOMERY VILLAGE","MD","20886","03/15/2023","06/02/2023","02/14/2024","1,938","$90,000.00","Customer Wants To Use ePlans,NEW TH","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,"POINT (-77.17619 39.18638)"
"1017936","Finaled","9729","TALL OAKS","RD",,"MONTGOMERY VILLAGE","MD","20886","01/09/2023","02/15/2023","06/02/2023","1,453","$175,000.00","Customer Wants To Use ePlans,NEW TH","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,"POINT (-77.19599401399995 39.18526000800006)"
"1020354","Finaled","9829","POSTERITY","LN",,"MONTGOMERY VILLAGE","MD","20886","02/01/2023","03/24/2023","10/06/2023","1,938","$90,000.00","Customer Wants To Use ePlans,NEW TH","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,"POINT (-77.17619 39.18638)"
"1024163","Stop Work","19748","PRESERVATION","MEWS",,"MONTGOMERY VILLAGE","MD","20886","03/09/2023","04/26/2023","01/03/2024","1,938","$90,000.00","Customer Wants To Use ePlans,NEW TH","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,"POINT (-77.17619 39.18638)"
"1024810","Finaled","19782","PRESERVATION","MEWS",,"MONTGOMERY VILLAGE","MD","20886","03/15/2023","06/05/2023","02/14/2024","1,938","$90,000.00","Customer Wants To Use ePlans,NEW TH","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,"POINT (-77.17619 39.18638)"
"1027568","Finaled","19719","BRASSIE","PL",,"MONTGOMERY VILLAGE","MD","20886","04/12/2023","06/05/2023","11/24/2023","2,176","$90,000.00","Customer Wants To Use ePlans,NEW TH LOT H/15","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,"POINT (-77.202625638 39.177405031)"
"1089246","Open","13622","AMBASSADOR","DR",,"GERMANTOWN","MD","20874","10/07/2024",,,"30","$4,000.00","Customer Wants To Use ePlans,Basement bathroom","BUILDING RESIDENTIAL PERMIT","ALTER","TOWNHOUSE",,"POINT (-77.28297 39.1909)"
"1025930","Finaled","13051","CLARKSBURG SQUARE","RD",,"CLARKSBURG","MD","20871","03/27/2023","06/05/2023","12/08/2023","1,980","$300,000.00","Revision 1 - Remove deck from approved plan.,Customer Wants To Use ePlansCustomer Wants To Use ePlans.&nbsp; Lot 72M.&nbsp; Clarksburg Town Center East.&nbsp;&nbsp;Site specific 'Sudley' MPDU townhouse with 4' x 15' deck.","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,"POINT (-77.274436712 39.243660853)"
"1028863","Finaled","26405","SIR JAMIE","TER",,"DAMASCUS","MD","20872","04/24/2023","06/05/2023","12/07/2023","1,731","$250,000.00","Customer Wants To Use ePlans,Village At Damascus lot 23 BROOKVILLE MPDU","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,"POINT (-77.2049921 39.2826721)"
"1033314","Issued","626","SONATA","WAY",,"SILVER SPRING","MD","20901","06/05/2023","06/26/2023",,"20","$2,500.00","Customer Wants To Use ePlans  Interior work only,WE ARE REPLACING THE EXISTING EXIT WINDOW WITH A NEW WINDOW. THE EXISTING EXIT WINDOW IN THE BASEMENT BEDROOM MEETS THE REQUIREMENTS FOR
OPENING DIMENSIONS. MIN 24"""" HIGH AND 20"""" WIDE HOWEVER, IT DOES NOT MEET THE SQUARE FOOT AREA MIN OF 5.0 SF AS PER 2018 IRC - SECTION
310.AND THE EXIT STAIR IS LESS THAN 36"""" WIDE THEREFORE APPROVED USE OF THIS WINDOW IS SUBJECT TO THE APPROVAL OF THE COUNTY.

IN ORDER TO HAVE AN APPROVED EXIT WINDOW THIS WINDOW WILL HAVE TO BE REMOVED AND REPLACED WITH A 2'-8"""" X 5'-0"""" CASEMENT WINDOW
WITH FULL 90 DEGREE SWING.","BUILDING RESIDENTIAL PERMIT","ALTER","TOWNHOUSE",,"POINT (-76.99718901699998 39.041614010000046)"
"1033390","Issued","10436","DEMOCRACY","LN",,"POTOMAC","MD","20854","06/05/2023","06/20/2023",,"258","$80,000.00","Revision 1 - In addition to the previously approved plans, the current Bay window in kitchen will be removed and replaced with a new 50 sq ft area addition to include a bay window. - Customer terminates revision application on 12/15/2023 Interior work only, Remodel the first floor and kitchen. The work will require removing portions of the existing load bearing wall between the kitchen and the den.","BUILDING RESIDENTIAL PERMIT","ALTER","TOWNHOUSE",,"POINT (-77.16697201 39.026302998)"
"1045459","Finaled","14937","SWAT","ST",,"ROCKVILLE","MD","20850","09/28/2023","10/02/2023","12/19/2023","390","$25,000.00","Customer Wants To Use ePlans  Interior work only,Model Home Sales Office in garage; lot 36E","BUILDING RESIDENTIAL PERMIT","ALTER","TOWNHOUSE",,"POINT (-77.150695 39.08509)"
"1024741","Finaled","26054","RIDGE","RD",,"DAMASCUS","MD","20872","03/15/2023","06/06/2023","12/15/2023","1,731","$250,000.00","Customer Wants To Use ePlans,Reserve At Damascus lot 3 Brookville","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,"POINT (-77.20966028 39.285236127)"
"1077589","Finaled","1405","ELM GROVE","CIR",,"SILVER SPRING","MD","20905","07/08/2024","07/08/2024","10/07/2024","238","$18,190.00","Customer Wants To Use ePlans,
4.29 kW DC System- Roof Mount PV","BUILDING RESIDENTIAL PERMIT","ALTER","TOWNHOUSE",,"POINT (-76.98541 39.09486)"
"1011657","Issued","20006","SPUR HILL","DR",,"MONTGOMERY VILLAGE","MD","20886","10/29/2022","10/03/2023",,"589","$15,000.00","Interior work only,finish basement including one bathroom and laundry room.","BUILDING RESIDENTIAL PERMIT","ALTER","TOWNHOUSE",,"POINT (-77.191066964 39.184541008)"
"1007014","Stop Work","19568","MONTGOMERY VILLAGE","AVE",,"MONTGOMERY VILLAGE","MD","20886","09/15/2022","12/06/2022","05/18/2023","1,708","$90,000.00","Customer Wants To Use ePlans,NEW THMixed work type permit.NEW CONSTRUCTION 1708 square feetDECK 32 square feet[PT]","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,"POINT (-77.20153598199994 39.17917015800003)"
"1064992","Stop Work","9449","TALL OAKS","CT",,"MONTGOMERY VILLAGE","MD","20886","04/01/2024","05/22/2024","11/19/2024","1,728","$90,000.00","Customer Wants To Use ePlans,New TH Lot 39 Block G","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,"POINT (-77.19903 39.1824)"
"1024736","Issued","26050","RIDGE","RD",,"DAMASCUS","MD","20872","03/15/2023","06/07/2023",,"2,749","$300,000.00","Customer Wants To Use ePlans,Reserve At Damascus lot 1 CLIFTONMixed work type permit.NEW CONSTRUCTION 2749 square feetDECK 200 square feet[PT]","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,"POINT (-77.20975117099994 39.285119218000034)"
"1025933","Finaled","13053","CLARKSBURG SQUARE","RD",,"CLARKSBURG","MD","20871","03/27/2023","06/07/2023","12/05/2023","1,980","$300,000.00","Customer Wants To Use ePlans.&nbsp; Lot 73M.&nbsp;&nbsp;Clarksburg Town Center East; Site specific 'Sudley' MPDU townhouse with 4' x 15' deck.1920 SQ FT - HOUSE60 SQ. FT. - DECK1980","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,"POINT (-77.274534608 39.243582117)"
"1024806","Finaled","19774","PRESERVATION","MEWS",,"MONTGOMERY VILLAGE","MD","20886","03/15/2023","06/07/2023","02/13/2024","1,938","$90,000.00","Customer Wants To Use ePlans,NEW TH","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,"POINT (-77.17619 39.18638)"
"1024743","Finaled","26056","RIDGE","RD",,"DAMASCUS","MD","20872","03/15/2023","06/07/2023","12/15/2023","1,731","$250,000.00","Customer Wants To Use ePlans,Reserve At Damascus lot 4 Brookville MPDU","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,"POINT (-77.209646429 39.285253622)"
"1024745","Finaled","26058","RIDGE","RD",,"DAMASCUS","MD","20872","03/15/2023","06/07/2023","12/15/2023","1,731","$250,000.00","Customer Wants To Use ePlans,Reserve At Damascus lot 5 Brookville MPDU","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,"POINT (-77.209632578 39.285271118)"
"1024746","Finaled","26060","RIDGE","RD",,"DAMASCUS","MD","20872","03/15/2023","06/07/2023","01/12/2024","2,749","$300,000.00","Customer Wants To Use ePlans,Reserve At Damascus lot 6 CliftonMixed work type permit.NEW CONSTRUCTION 2749 square feetDECK 200 square feet[PT]","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,"POINT (-77.209618728 39.285288613)"
"1025927","Stop Work","13049","CLARKSBURG SQUARE","RD",,"CLARKSBURG","MD","20871","03/27/2023","06/07/2023","12/07/2023","1,920","$300,000.00","Customer Wants To Use ePlans,Lot 71M, Clarksburg Town Center East; Site specific 'Sudley' MPDU townhouse with 4' x 15' deck1920 new construction60 sq ft deck","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,"POINT (-77.274392687 39.243699619)"
"1029522","Stop Work","23901","BURDETTE FOREST","RD",,"CLARKSBURG","MD","20871","04/28/2023","06/07/2023","11/27/2023","1,947","$300,000.00","Customer Wants To Use ePlans,Lot 77 M Clarksburg Town Center East; site-specific Sudley model. This is an MPDU.Mixed Type Permit:&nbsp; New 1947sf,&nbsp; Deck 60sf","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,"POINT (-77.274436651 39.243660856)"
"1029523","Stop Work","23903","BURDETTE FOREST","RD",,"CLARKSBURG","MD","20871","04/28/2023","06/07/2023","11/28/2023","2,523","$300,000.00","Customer Wants To Use ePlans,Lot 78 M Clarksburg Town Center East; site-specific RICHMOND model.","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,"POINT (-77.274599894 39.243772184)"
"979530","Finaled","7015","UNIVERSAL","CT",,"ROCKVILLE","MD","20855","01/07/2022","02/17/2022","06/08/2023","3,611","$250,000.00","Customer Wants To Use ePlans,Construct a Design for Life Level II, 3 story townhouse with a 2 car integral garage, deck &amp; balcony with zero step entries.,Please validate the DFL Agreement # 201901   NEW CONSTRUCTION 3423 NEW DECK &amp; BALCONY 188 [PT]","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,"POINT (-77.14291997099997 39.139438993000056)"
"1024805","Finaled","19772","PRESERVATION","MEWS",,"MONTGOMERY VILLAGE","MD","20886","03/15/2023","06/07/2023","02/13/2024","1,728","$90,000.00","Customer Wants To Use ePlans,NEW TH","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,"POINT (-77.17619 39.18638)"
"1027566","Finaled","19715","BRASSIE","PL",,"MONTGOMERY VILLAGE","MD","20886","04/12/2023","06/08/2023","11/16/2023","2,174","$90,000.00","Customer Wants To Use ePlans,NEW TH LOT H/17","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,"POINT (-77.202625638 39.177405031)"
"979532","Finaled","7013","UNIVERSAL","CT",,"ROCKVILLE","MD","20855","01/07/2022","02/17/2022","06/20/2023","3,024","$250,000.00","Customer Wants To Use ePlans,Construct a Design for Life Level II, 3 story townhouse with a 2 car internal garage, deck &amp; balcony,Please validate the DFL Agreement # 201901 Deck: 95sf.&nbsp; Balcony 48sf.","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,"POINT (-77.14291896499998 39.13936498100003)"
"1014840","Finaled","355","CRESCENDO","WAY",,"SILVER SPRING","MD","20901","12/02/2022","12/16/2022","10/02/2023","2,100","$145,000.00","Customer Wants To Use ePlans,FIRE DAMAGE REPAIR TO ORIGINAL CONDITION. LEVEL ONE ALTERATION. REPLACE ROOF TRUSSES IN KIND AND AS NEEDED, REPLACE WALL FRAMING, FLOOR TRUSSES, REPLACE EXTERIOR DECK MEMBERS, REPAIR FIRE RATED ASSEMBLY AND FINISHES IN KIND.2100 ALTCUSTOMER HAD 1737M. STUP","BUILDING RESIDENTIAL PERMIT","RESTORE AND / OR REPAIR","TOWNHOUSE",,"POINT (-77.002476993 39.042063993)"
"1055055","Finaled","2356","WYETH","ST",,"SILVER SPRING","MD","20906","01/05/2024","01/17/2024","04/02/2024","304","$19,440.00","Customer Wants To Use ePlans,Installation of a 6.48kw roof mounted solar system with 16 panels at 405 watts and 1 inverter.","BUILDING RESIDENTIAL PERMIT","ALTER","TOWNHOUSE",,"POINT (-77.04968999 39.064645008)"
"1030284","Finaled","19244","DEEP RUN","CT",,"GERMANTOWN","MD","20876","05/05/2023","05/11/2023","06/12/2023","210","$8,000.00","Customer Wants To Use ePlans,ROOF MOUNTED SOLAR PANELS","BUILDING RESIDENTIAL PERMIT","ALTER","TOWNHOUSE",,"POINT (-77.23984603599996 39.172457992000034)"
"1009509","Finaled","12912","GRIFFIN","CIR",,"CLARKSBURG","MD","20871","10/11/2022","11/22/2022","06/12/2023","1,886","$171,000.00","Customer Wants To Use ePlans,Build MPDU TH","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,"POINT (-77.24512369999997 39.22905360000004)"
"1009506","Finaled","12908","GRIFFIN","CIR",,"CLARKSBURG","MD","20871","10/11/2022","11/22/2022","06/12/2023","1,886","$184,000.00","Customer Wants To Use ePlans,Build MPDU TH","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,"POINT (-77.24512369999997 39.22905360000004)"
"1065119","Finaled","4816","MONTGOMERY","LN",,"BETHESDA","MD","20814","04/02/2024","04/08/2024","06/03/2024","175","$28,000.00","Customer Wants To Use ePlans,Remove non load bearing wall on 1st floor. Remove and replace kitchen.","BUILDING RESIDENTIAL PERMIT","ALTER","TOWNHOUSE",,"POINT (-77.096817995 38.983026016)"
"1026687","Finaled","19811","PRESERVATION","MEWS",,"MONTGOMERY VILLAGE","MD","20886","04/03/2023","05/10/2023","10/03/2023","2,176","$90,000.00","Customer Wants To Use ePlans,NEW TH","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,"POINT (-77.17619 39.18638)"
"1020348","Finaled","9819","POSTERITY","LN",,"MONTGOMERY VILLAGE","MD","20886","02/01/2023","03/28/2023","10/03/2023","1,938","$90,000.00","Customer Wants To Use ePlans,NEW TH","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,"POINT (-77.19769 39.185515)"
"1032013","Finaled","12262","GREENLEAF","AVE",,"POTOMAC","MD","20854","05/22/2023","06/14/2023","09/15/2023","200","$28,000.00","Customer Wants To Use ePlans  Interior work only,Adding bathtub to 1/2 bathroom and finishing laundry room.","BUILDING RESIDENTIAL PERMIT","ALTER","TOWNHOUSE",,"POINT (-77.156245018 39.054767983)"
"1034450","Finaled","18939","PINE RIDGE","LN",,"GERMANTOWN","MD","20874","06/14/2023","08/09/2023","08/22/2023","18","$200.00","Customer Wants To Use ePlans, Extend egress window to 3' horizontal projection from 2' and 3' depth from 2' depth to make the basement area as a living area. There is also a deck on top that has a clearance of more than 36"""".","BUILDING RESIDENTIAL PERMIT","ALTER","TOWNHOUSE",,"POINT (-77.270742989 39.165749997)"
"1077706","Finaled","22309","KENNER","DR",,"BOYDS","MD","20841","07/09/2024","07/30/2024","02/13/2025","2,429","$139,535.00","Customer Wants To Use ePlans,construct new TH from pure model 1062792MIXED WORK TYPE:&nbsp; NEW 2429sf, DECK 108sf","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,"POINT (-77.29919 39.22311)"
"1077709","Finaled","22311","KENNER","DR",,"BOYDS","MD","20841","07/09/2024","07/23/2024","02/13/2025","1,932","$106,260.00","Customer Wants To Use ePlans,construct new MPDU TH from pure model 1038302","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,"POINT (-77.29915 39.22315)"
"1062071","Finaled","4416","PIKA","ALY",,"BOYDS","MD","20841","03/08/2024","03/22/2024","09/24/2024","2,397","$131,835.00","Customer Wants To Use ePlans,construct new th from pure model 1031325-Elevation 1, 3 bedrooms, 2 full baths, 1 half bath, 2 car garage. Deck is not included on this permit","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,"POINT (-77.309428 39.1927697)"
"1034641","Finaled","9487","CHADBURN","PL",,"MONTGOMERY VILLAGE","MD","20886","06/15/2023","06/21/2023","07/13/2023","353","$13,940.00","Revision 1034641 - INSTALL 11 ROOF MOUNTED SOLAR PANELS AT 4.51 KW,Customer Wants To Use ePlansCustomer Wants To Use ePlans,INSTALL ROOF MOUNTED SOLAR PANELS","BUILDING RESIDENTIAL PERMIT","ALTER","TOWNHOUSE",,"POINT (-77.19341297499994 39.19493201200004)"
"1045318","Finaled","11532","BRUNDIDGE","TER",,"GERMANTOWN","MD","20876","09/27/2023","12/11/2023","03/26/2024","1,240","$93,929.00","Restoration due to fire damage that started in rear of townhouse.","BUILDING RESIDENTIAL PERMIT","RESTORE AND / OR REPAIR","TOWNHOUSE",,"POINT (-77.23983799 39.187154988)"
