"Permit Number","Status","Street Number","Street Name","Street Suffix","Post-direction","City","State","ZIP code","Added Date","Issue Date","Final Date","Building Area","Declared Valuation","Description","Application Type","Work Type","Use Code","Pre-direction","Location"
"920683","Stop Work",,,,,,,,"07/20/2020","12/17/2020",,"2,674","$168,055.00","Customer Wants To Use ePlans,Pure model for Plan C MPDU. IRC 2018 CORRECT SQUARE FOOTAGE&nbsp;2674&nbsp; (See Entry in the Log)","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,
"983223","Finaled","98","OLNEY SANDY SPRING","RD",,"ASHTON","MD","20861","02/11/2022","03/22/2022","08/26/2022","2,628","$318,000.00","Customer Wants To Use ePlans,NEW SFA, AVA II ELEVATION 5, DOOR LEFT, LOT 3","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,"POINT (-77.01367 39.14928)"
"919395","Finaled","20370","STOL","RUN",,"GERMANTOWN","MD","20874","07/09/2020","07/24/2020","01/21/2021","1,964","$88,380.00","Customer Wants To Use ePlans,construct new end unit TH. Lot 140, lot specific architecture","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,
"875584","Finaled","125","KLEE","ALY",,"SILVER SPRING","MD","20906","05/15/2019","08/23/2019","02/05/2020","2,908","$300,000.00","Customer Wants To Use ePlans,Glenmont Metrocenter Lot 181 Georgetown  with plans","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,
"863801","Finaled","64","PAINTED LADY","WAY",,"CLARKSBURG","MD","20871","01/18/2019","02/15/2019","09/24/2019","2,083","$300,000.00","Customer Wants To Use ePlans,Cabin Branch lot 4S Everson 16EA","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,
"915999","Finaled","13622","CROSSBILL","ALY",,"CLARKSBURG","MD","20871","06/08/2020","07/07/2020","12/22/2020","3,039","$200,000.00","Customer Wants To Use ePlans,Cabin Branch Lot 35T Kemp","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,"POINT (-77.284388 39.218636)"
"869176","Finaled","15668","TROLLEY","LN",,"SILVER SPRING","MD","20906","03/15/2019","04/29/2019","08/28/2019","1,728","$100,000.00","Customer Wants To Use ePlans,Build MPDU TH","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,
"949386","Stop Work","3404","LANDING","WAY",,"SILVER SPRING","MD","20906","04/16/2021","06/03/2021","10/22/2021","2,794","$206,000.00","Customer Wants To Use ePlans,Build TH*****","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,
"944785","Finaled","17835","PORTER","RD",,"ASHTON","MD","20861","03/09/2021","03/31/2021","11/10/2021","2,901","$184,000.00","Customer Wants To Use ePlans,New SFA, lot 4, Shiflett II, left stoop, elevation 4, bedroom 4 w/ bath, stone w/ water table","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,"POINT (-77.01371 39.14861)"
"973935","Finaled","9522","AUTUMN BERRY","PL",,"MONTGOMERY VILLAGE","MD","20886","11/10/2021","01/18/2022","07/26/2022","2,176","$95,000.00","Revision 1 - PREVIOUSLY USING TRIFORCE JOIST. NOW USING THE JSI-IJOIST.,Customer Wants To Use ePlansRevision 1 - PREVIOUSLY USING TRIFORCE JOIST.  NOW USEING THE JSI-IJOIST,Customer Wants To Use ePlansCustomer Wants To Use ePlans,New Townhouse","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,
"961398","Finaled","9573","TALL OAKS","RD",,"MONTGOMERY VILLAGE","MD","20886","07/27/2021","09/24/2021","02/23/2022","2,184","$90,000.00","Customer Wants To Use ePlans,New townhouse","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,
"970861","Finaled","13132","DOWDENS STATION","WAY",,"CLARKSBURG","MD","20871","10/18/2021","12/06/2021","06/27/2022","2,576","$240,000.00","Customer Wants To Use ePlans,Build TH","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,
"872342","Finaled","20418","DAVENCROFT","CT",,"MONTGOMERY VILLAGE","MD","20886","04/15/2019","04/17/2019","08/01/2019","656","$38,745.00","Customer Wants To Use ePlans,Installation of a 12.915 kW roof mounted solar system with 41 panels at 315 watts each and 1 inverter.","BUILDING RESIDENTIAL PERMIT","ALTER","TOWNHOUSE",,"POINT (-77.17681 39.188943)"
"984403","Stop Work","5150","LONGSTONE","WAY",,"ROCKVILLE","MD","20852","02/23/2022","03/24/2022","09/26/2022","2,622","$300,000.00","Customer Wants To Use ePlans,North Quarter, Lot 0131, Boyd","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,
"958605","Finaled","9567","TALL OAKS","RD",,"MONTGOMERY VILLAGE","MD","20886","07/05/2021","08/17/2021","01/18/2022","2,176","$90,000.00","Customer Wants To Use ePlans,NEW TH","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,
"956981","Finaled","5038","OAKMOORE","DR",,"ROCKVILLE","MD","20852","06/18/2021","07/20/2021","04/11/2022","2,508","$300,000.00","Customer Wants To Use ePlans,North Quaker, Lot 92, Montrose","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,
"960563","Open","9025","CENTERWAY","RD",,"GAITHERSBURG","MD","20879","07/21/2021",,,"50","$1,500.00","Customer Wants To Use ePlans  Interior work only,Removal of existing basement window that will be replaced with an egress window. Window well to be constructed for egress.","BUILDING RESIDENTIAL PERMIT","ALTER","TOWNHOUSE",,"POINT (-77.186681 39.169933)"
"941671","Finaled","10757","DEBORAH","DR",,"POTOMAC","MD","20854","02/09/2021","02/18/2021","05/24/2021","320","$19,000.00","Customer Wants To Use ePlans,new deck addition","BUILDING RESIDENTIAL PERMIT","ADD","TOWNHOUSE",,"POINT (-77.166068 39.032614)"
"910002","Finaled","14217","TRAVILAH","RD",,"ROCKVILLE","MD","20850","04/03/2020","05/28/2020","06/02/2021","2,508","$183,000.00","Customer Wants To Use ePlans,Build TH","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,"POINT (-77.21275 39.090459)"
"880134","Finaled","12009","PUTNAM","RD",,"ROCKVILLE","MD","20852","06/23/2019","07/15/2019","04/21/2020","1,771","$300,000.00","Revision 880134 - foundation wall revised see detail explanation ,Customer Wants To Use ePlans Customer Wants To Use ePlans,North Quarter (Randolph Farms) Lot 113 MPDU 41MRREVISION issued 9/10/19 (emc)","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,"POINT (-77.103014 39.052456)"
"868689","Finaled","20352","PEACEMAKER","DR",,"GERMANTOWN","MD","20874","03/11/2019","04/23/2019","12/11/2019","2,930","$131,900.00","Customer Wants To Use ePlans,construct new townhome with deck lot specific architecture lot 84C Century Towns","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,
"873459","Finaled","5137","LONGSTONE","WAY",,"ROCKVILLE","MD","20852","04/25/2019","06/04/2019","03/02/2020","2,256","$250,000.00","Revision 873459 - add full height foundation wall poured along the front of unit including 3 foot wing wall see detailed revision explanation,Customer Wants To Use ePlansCustomer Wants To Use ePlans,North Quarter lot 68 Montrose","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,
"971977","Finaled","19749","GREEN VILLAGE","DR",,"MONTGOMERY VILLAGE","MD","20886","10/26/2021","01/10/2022","06/21/2022","2,376","$90,000.00","Revision 1 - DUE TO SUPPLY CHAIN FOR TRIFORCE JOIST WE NOW NEED TO USE THE JSI-IJOIST.,Customer Wants To Use ePlansCustomer Wants To Use ePlans,NEW TH","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,
"939560","Finaled","12241","OLD BALTIMORE","RD",,"BOYDS","MD","20841","01/21/2021","02/17/2021","10/06/2021","2,674","$168,055.00","Customer Wants To Use ePlans,Tapestry Lot 19A MPDU","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE","W",
"876384","Finaled","16021","COOLIDGE","AVE",,"SILVER SPRING","MD","20906","05/22/2019","06/25/2019","11/08/2019","2,794","$159,000.00","Customer Wants To Use ePlans,Build TH","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,
"932885","Finaled","15739","BRADFORD","RD",,"SILVER SPRING","MD","20906","11/10/2020","01/06/2021","05/12/2021","2,372","$173,000.00","Customer Wants To Use ePlans,Build TH","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,"POINT (-77.069379 39.113584)"
"937932","Issued","18123","STAGS LEAP","TER",,"GERMANTOWN","MD","20874","01/05/2021","02/22/2021",,"340","$15,000.00","Customer Wants To Use ePlans  Interior work only,Remodeling kitchen, removing bearing wall, and adding a header. Relocating electrical and plumbing.","BUILDING RESIDENTIAL PERMIT","ALTER","TOWNHOUSE",,"POINT (-77.273468 39.149639)"
"992761","Finaled","1039","GUILLEMOT","DR",,"SILVER SPRING","MD","20906","05/09/2022","05/19/2022","07/12/2022","210","$12,000.00","Customer Wants To Use ePlans,Installation of a 4kw roof-mounted solar system with 10 panels at 400 watts and 1 inverter.","BUILDING RESIDENTIAL PERMIT","ALTER","TOWNHOUSE",,"POINT (-77.029362 39.07994)"
"920846","Finaled","17830","PORTER","RD",,"ASHTON","MD","20861","07/21/2020","12/15/2020","08/13/2021","3,258","$205,400.00","Customer Wants To Use ePlans,3 Story townhouse with 2 car rear load garage, 8' rear extension (all levels), finished lower level with full bathroom.","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,"POINT (-77.013776 39.148047)"
"905387","Finaled","15718","TROLLEY","LN",,"SILVER SPRING","MD","20906","02/18/2020","03/31/2020","08/07/2020","2,162","$125,000.00","Customer Wants To Use ePlans,Build TH","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,
"954663","Issued","2064","WESTCHESTER","DR",,"SILVER SPRING","MD","20902","06/01/2021","07/27/2021",,"200","$10,000.00","Customer Wants To Use ePlans  Interior work only,Interior opening expansion","BUILDING RESIDENTIAL PERMIT","ALTER","TOWNHOUSE",,"POINT (-77.044367 39.041189)"
"907295","Finaled","8014","GROVE","ST",,"SILVER SPRING","MD","20910","03/05/2020","07/16/2020","08/02/2021","1,920","$289,898.00","Customer Wants To Use ePlans,NEW TOWNHOME END UNIT MODEL PER PLANS SEE MODEL HOME AP#900709","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,
"922716","Issued","9200","ORIOLE","PL",,"GAITHERSBURG","MD","20879","08/07/2020","08/25/2020",,"104","$4,800.00","Customer Wants To Use ePlans,The Porch is projected in the front of the House for the purpose of serving as a roof-shelter.","BUILDING RESIDENTIAL PERMIT","ADD","TOWNHOUSE",,
"926066","Finaled","10219","TRAVILAH GROVE","CIR",,"ROCKVILLE","MD","20850","09/09/2020","10/07/2020","03/26/2021","2,794","$247,000.00","Customer Wants To Use ePlans,Build TH","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,"POINT (-77.211721 39.089102)"
"907204","Finaled","1513","IVYSTONE","CT",,"SILVER SPRING","MD","20904","03/05/2020","03/13/2020","08/21/2020","1,200","$0.00","FIRE DAMAGE","BUILDING RESIDENTIAL PERMIT","RESTORE AND / OR REPAIR","TOWNHOUSE",,"POINT (-76.979961 39.081201)"
"921851","Finaled","13006","OPEN HEARTH","WAY",,"GERMANTOWN","MD","20874","07/30/2020","08/13/2020","08/27/2020","192","$6,000.00","Customer Wants To Use ePlans,Construct a 12' x 16' deck","BUILDING RESIDENTIAL PERMIT","ADD","TOWNHOUSE",,"POINT (-77.268988 39.156405)"
"896128","Finaled","22545","MERGANSER","ST",,"CLARKSBURG","MD","20871","11/11/2019","12/23/2019","06/26/2020","2,757","$300,000.00","Customer Wants To Use ePlans,Cabin Branch Lot 40A Barnes with plans","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,"POINT (-77.290116 39.225419)"
"883987","Finaled","2619","DAPPLE GREY","CT",,"OLNEY","MD","20832","07/24/2019","09/18/2019","07/02/2020","2,586","$300,000.00","Customer Wants To Use ePlans,Trotters Glen Lot 3A Middleport MPDU","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,
"965430","Finaled","5030","OAKMOORE","DR",,"ROCKVILLE","MD","20852","08/30/2021","10/07/2021","04/27/2022","2,862","$300,000.00","Customer Wants To Use ePlans,North Quarter, Lot 0095, Chase","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,
"901372","Finaled","15925","COOLIDGE","AVE",,"SILVER SPRING","MD","20906","01/08/2020","02/28/2020","08/05/2020","2,794","$160,000.00","Customer Wants To Use ePlans,Build TH","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,
"940527","Finaled","13603","LITTLE SENECA","PKWY",,"CLARKSBURG","MD","20871","01/29/2021","03/01/2021","08/25/2021","2,534","$300,000.00","Customer Wants To Use ePlans,Cabin Branch Lot 15U 20BH Hadden II","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,
"963508","Finaled","9427","OAK GROVE","LN",,"MONTGOMERY VILLAGE","MD","20886","08/12/2021","09/03/2021","01/13/2022","1,938","$95,000.00","Customer Wants To Use ePlans,NEW TOWNHOUSE","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,
"899775","Finaled","18106","KITCHEN HOUSE","CT",,"GERMANTOWN","MD","20874","12/16/2019","02/10/2020","07/17/2020","1,300","$150,000.00","House fire caused extensive damage to exterior and interior.  Total rebuild except foundation and interior walls. Siding, roof, and all 3 interior floors.","BUILDING RESIDENTIAL PERMIT","RESTORE AND / OR REPAIR","TOWNHOUSE",,"POINT (-77.266526 39.15191)"
"893551","Finaled","13034","MARTZ","ST",,"CLARKSBURG","MD","20871","10/18/2019","11/18/2019","05/12/2020","2,832","$200,000.00","Customer Wants To Use ePlans,Lot 36BB Clarksburg Town Center West, Referback to ANNAPOLIS AT CLARKSBURG TOWN CENTER WEST 816769","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,
"939562","Finaled","12239","OLD BALTIMORE","RD",,"BOYDS","MD","20841","01/21/2021","02/17/2021","10/07/2021","2,359","$168,055.00","Customer Wants To Use ePlans,Tapestry Lot 20A MPDU","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE","W",
"897451","Finaled","22712","OBSERVATION","DR",,"CLARKSBURG","MD","20871","11/21/2019","02/13/2020","07/31/2020","1,930","$150,000.00","Customer Wants To Use ePlans,LOT A089-  NEW 3-STORY TOWNHOUSE. Pure Model REFER BACK#733387 (Cambridge IRC). Options: Built PER PLAN, Elev. 4C; 2 car garage. Lower Level Full Bath.","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,
"943110","Finaled","15625","TROLLEY","LN",,"SILVER SPRING","MD","20906","02/24/2021","03/23/2021","07/19/2021","2,162","$189,000.00","Customer Wants To Use ePlans,Build TH","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,
"907157","Finaled","10241","TRAVILAH GROVE","CIR",,"ROCKVILLE","MD","20850","03/05/2020","04/09/2020","01/07/2021","2,794","$196,000.00","Customer Wants To Use ePlans,Build TH","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,"POINT (-77.211522 39.08927)"
"950324","Finaled","13160","DOWDENS STATION","WAY",,"CLARKSBURG","MD","20871","04/23/2021","06/29/2021","03/22/2022","1,839","$130,000.00","Customer Wants To Use ePlans,Build MPDU TH","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,
"976110","Finaled","15731","STEAMBOAT","WAY",,"SILVER SPRING","MD","20906","12/01/2021","12/07/2021","01/03/2022","315","$22,800.00","Customer Wants To Use ePlans,Installation of a 6kw roof-mounted solar system with 15 panels at 400 watts and 1 inverter.","BUILDING RESIDENTIAL PERMIT","ALTER","TOWNHOUSE",,"POINT (-77.069193 39.114051)"
"881432","Finaled","13609","HARRIER","WAY",,"CLARKSBURG","MD","20871","07/02/2019","07/26/2019","07/27/2020","2,769","$300,000.00","Customer Wants To Use ePlans,Cabin Branch Lot 44S Finley***ePlans","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,"POINT (-77.284309 39.219071)"
"941380","Finaled","318","WHIRLABOUT","ALY",,"BOYDS","MD","20841","02/07/2021","02/25/2021","11/17/2021","1,852","$300,000.00","Customer Wants To Use ePlans,Cabin Branch Lot 09AC 16EA MPDU","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,
"943049","Finaled","15611","ABNER","ALY",,"SILVER SPRING","MD","20906","02/23/2021","04/07/2021","08/20/2021","2,162","$147,000.00","Customer Wants To Use ePlans,Build TH","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,
"889324","Finaled","10334","GROSVENOR","PL",,"ROCKVILLE","MD","20852","09/11/2019","02/24/2020","01/28/2021","1,650","$184,739.00","Customer Wants To Use ePlans,MPDU
LOT: 2
SUBDIVISION: GROSVENOR PLACE
HOUSE TYPE: E","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,"POINT (-77.107141 39.024973)"
"904902","Finaled","22502","MERGANSER","ST",,"CLARKSBURG","MD","20871","02/11/2020","03/13/2020","12/23/2020","1,848","$250,000.00","Customer Wants To Use ePlans,Cabin Branch lot 18B Everson 16EA MPDU","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,"POINT (-77.289473 39.22493)"
"951274","Finaled","257","REDPOLL","ALY",,"BOYDS","MD","20841","05/02/2021","05/13/2021","11/24/2021","2,580","$300,000.00","Revision 951274 - Opt. AS209A (LL Rec Rm) was added to this refer-back permit. It is an option that is approved in the pure model we are referring back too. The gross sq ft does not change,Customer Wants To Use ePlansCustomer Wants To Use ePlans,Cabin Branch Lot 18AC 22EB Donovan crossing","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,
"887319","Finaled","3729","GLENMOOR RESERVE","LN",,"CHEVY CHASE","MD","20815","08/22/2019","10/29/2019","01/20/2022","2,854","$200,000.00","Revision 1 - architectural/structural revision,Customer Wants To Use ePlans Customer Wants To Use ePlans,new townhome","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,"POINT (-77.073767 39.00685)"
"901398","Finaled","20384","STOL","RUN",,"GERMANTOWN","MD","20874","01/08/2020","02/11/2020","07/22/2020","2,461","$147,660.00","Customer Wants To Use ePlans,construct new townhouse lot 145 Century Towns lot specific architecture","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,
"950345","Finaled","13147","DOWDENS STATION","WAY",,"CLARKSBURG","MD","20871","04/23/2021","06/03/2021","12/17/2021","1,839","$132,000.00","Customer Wants To Use ePlans,Build MPDU TH","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,
"966550","Finaled","11700","TROPHY","CT",,"GERMANTOWN","MD","20876","09/09/2021","10/08/2021","11/05/2021","3,261","$7,992.00","Customer Wants To Use ePlans,Installation of roof mounted solar panels. 5.94 kW using 18 panels. VALENTIN","BUILDING RESIDENTIAL PERMIT","ALTER","TOWNHOUSE",,"POINT (-77.241355 39.173175)"
"929179","Finaled","10213","TRAVILAH GROVE","CIR",,"ROCKVILLE","MD","20850","10/07/2020","11/05/2020","04/20/2021","2,828","$236,000.00","Customer Wants To Use ePlans,Build TH","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,"POINT (-77.211766 39.089324)"
"906538","Finaled","13071","CLARKSBURG SQUARE","RD",,"CLARKSBURG","MD","20871","02/27/2020","03/20/2020","08/12/2020","2,794","$250,000.00","Customer Wants To Use ePlans,Lot 86BB, Clarksburg Town Center West; (one of row 81-88BB), Richmond II model.","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,"POINT (-77.274951 39.24326)"
"919298","Finaled","3307","PROVIDER","WAY",,"GERMANTOWN","MD","20874","07/08/2020","08/05/2020","12/14/2020","2,884","$129,780.00","Customer Wants To Use ePlans,construct new TH, lot specific architecture. Lot 106","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,
"958627","Stop Work",,,,,,,,"07/06/2021","08/06/2021",,"1,736","$300,000.00","Customer Wants To Use ePlans,FOXHALL ELITE PURE MODEL MPDU","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,
"919394","Finaled","20368","STOL","RUN",,"GERMANTOWN","MD","20874","07/09/2020","07/24/2020","01/21/2021","1,964","$88,380.00","Customer Wants To Use ePlans,construct new TH, lot 139. lot specific architecture","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,
"902662","Finaled","5108","OAKMOORE","DR",,"ROCKVILLE","MD","20852","01/21/2020","02/07/2020","10/05/2020","2,256","$300,000.00","Customer Wants To Use ePlans,North Quarter lot 79 Montrose","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,
"935958","Finaled","22106","CABIN BRANCH","AVE",,"CLARKSBURG","MD","20871","12/09/2020","12/29/2020","10/27/2021","1,824","$300,000.00","Customer Wants To Use ePlans,Cabin Branch lot 22T 16EA MPDU","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,
"976071","Finaled","14731","YEARLING","TER",,"ROCKVILLE","MD","20850","12/01/2021","12/27/2021","05/10/2022","40","$300.00","Customer Wants To Use ePlans  Interior work only,Due to the addition of the deck, we need to change one window to a screen door to get access to the deck from the main floor.","BUILDING RESIDENTIAL PERMIT","ALTER","TOWNHOUSE",,"POINT (-77.215421 39.097096)"
"910339","Finaled","704","TWIN HOLLY","LN",,"SILVER SPRING","MD","20910","04/08/2020","05/01/2020","07/22/2020","130","$5,000.00","Interior work only,Complete kitchen remodel. Demo 2 non structural walls, relocate sink, add recessed lighting, and installation of all new kitchen fixtures (cabinets, countertops, appliances, etc.)..","BUILDING RESIDENTIAL PERMIT","ALTER","TOWNHOUSE",,"POINT (-77.020519 38.990823)"
"962684","Finaled","9597","TALL OAKS","RD",,"MONTGOMERY VILLAGE","MD","20886","08/06/2021","12/16/2021","05/05/2022","2,176","$95,000.00","Customer Wants To Use ePlans,New Townhouse","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,
"948316","Open","2380","SUN VALLEY","CIR",,"SILVER SPRING","MD","20906","04/08/2021",,,"45","$10,000.00","Customer Wants To Use ePlans,Current balcony has been condemned so it needs to be restored and repair to be able to use it. Work will be performed above townhouse #2390.","BUILDING RESIDENTIAL PERMIT","RESTORE AND / OR REPAIR","TOWNHOUSE",,"POINT (-77.049309 39.092286)"
"930012","Finaled","20302","PEACEMAKER","DR",,"GERMANTOWN","MD","20874","10/14/2020","11/18/2020","04/22/2021","3,009","$129,780.00","Customer Wants To Use ePlans,construct new end unit TH lot 115. Lot specific architecture. Please credit impact taxes per letter uploaded in documents. 3009sf including front stoop and rear deck.","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,
"861719","Finaled","15610","STEAMBOAT","WAY",,"SILVER SPRING","MD","20906","12/21/2018","02/08/2019","06/14/2019","2,162","$118,000.00","Customer Wants To Use ePlans,Build TH","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,
"871482","Finaled","62","VERDANT OAK","ALY",,"CLARKSBURG","MD","20871","04/05/2019","04/26/2019","06/30/2019","2,210","$2,220.00","Customer Wants To Use ePlans,Installation of 3.84kW roof mounted solar PV system (12 panels)","BUILDING RESIDENTIAL PERMIT","ALTER","TOWNHOUSE",,
"870027","Finaled","14323","SUMMIT VIEW","LN",,"ROCKVILLE","MD","20850","03/25/2019","05/16/2019","09/29/2019","1,692","$107,000.00","Customer Wants To Use ePlans,Build MPDU TH","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,"POINT (-77.212028 39.090633)"
"869170","Finaled","15674","TROLLEY","LN",,"SILVER SPRING","MD","20906","03/15/2019","04/29/2019","08/21/2019","2,162","$131,000.00","Customer Wants To Use ePlans,Build TH","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,
"958303","Stop Work",,,,,,,,"06/30/2021","12/03/2021",,"2,152","$300,000.00","Customer Wants To Use ePlans,New Model House Application - Cabin Branch Villas - Attached Single Families, Unit C-RH.PURE MODEL. EPLANS","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,
"871370","Issued",,,,,,,,"04/05/2019","05/24/2019",,"1,641","$250,000.00","Customer Wants To Use ePlans,PURE MODEL MT VERNON","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,
"917932","Finaled","17209","REDLAND","RD",,"ROCKVILLE","MD","20855","06/25/2020","08/05/2020","09/28/2021","2,848","$250,000.00","Customer Wants To Use ePlans,Construct a Design for Life Level II, 3 story townhouse with a two car internal garage, deck and balcony with zero step entries.,Please validate the DFL Agreement # 201901","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,"POINT (-77.143682 39.139079)"
"870856","Finaled","11","HABERSHAM","CT",,"SILVER SPRING","MD","20906","04/01/2019","04/08/2019","05/15/2019","288","$25,000.00","Customer Wants To Use ePlans,Install 16 305 watt solar panels on roof of home (4.88 kw)","BUILDING RESIDENTIAL PERMIT","ALTER","TOWNHOUSE",,"POINT (-77.048094 39.100127)"
"908507","Finaled","16110","COOLIDGE","AVE",,"SILVER SPRING","MD","20906","03/17/2020","04/29/2020","09/10/2020","2,828","$148,000.00","Customer Wants To Use ePlans,Build TH","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,
"870464","Issued",,,,,,,,"03/27/2019","04/10/2019",,"2,801","$300,000.00","Customer Wants To Use ePlans,Finley II Elev. 44 Rev.","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,
"977592","Finaled","13033","OPEN HEARTH","WAY",,"GERMANTOWN","MD","20874","12/15/2021","01/05/2022","03/04/2022","96","$5,850.00","Customer Wants To Use ePlans,Install 3 interior foundation wall carbon fiber straps","BUILDING RESIDENTIAL PERMIT","ALTER","TOWNHOUSE",,"POINT (-77.269101 39.156562)"
"905384","Stop Work","15722","TROLLEY","LN",,"SILVER SPRING","MD","20906","02/18/2020","03/30/2020","08/25/2020","2,114","$125,000.00","Customer Wants To Use ePlans,Build TH","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,
"865300","Finaled","13080","MARTZ","ST",,"CLARKSBURG","MD","20871","02/05/2019","03/12/2019","11/13/2019","2,832","$300,000.00","Customer Wants To Use ePlans,Lot 57 BB Clarksburg Town Center West; (part of townhouse stick lots 50-57BB), referback to IRC 2015 pure model Annapolis at CTC West 816769","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,
"897542","Finaled","20309","FLYING BOXCAR","DR",,"GERMANTOWN","MD","20874","11/21/2019","01/15/2020","05/07/2020","2,289","$112,376.00","Customer Wants To Use ePlans,contruct new townhome  lot specific plans lot 35C Century Towns please add Dani Radoye to case for notifications and access in projectdox","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,
