feed_label,stop_id,stop_name,stop_lat,stop_lon,weekday_analysis_date,weekday_total_trips,weekday_routes_serving_stop,weekday_peak_trips_per_hour,weekday_span_hours,weekday_first_departure_time,weekday_last_departure_time,weekend_analysis_date,weekend_total_trips,weekend_span_hours
2024_september,3722,LAKEFOREST TRANSIT CENTER & ODENDHAL AVE,39.152837,-77.199007,2024-09-10,609,7,40.25,21.267,04:39:00,25:55:00,2024-09-14,455.0,19.9
2024_september,15182,GERMANTOWN TRANSIT CENTER & BAY B,39.183001,-77.261095,2024-09-10,573,7,35.75,21.3,04:15:00,25:33:00,2024-09-14,405.0,20.6
2024_september,5036,POWDER MILL RD & NEW HAMPSHIRE AVE,39.021931,-76.9779,2024-09-10,281,5,19.5,20.783,04:30:00,25:17:00,2024-09-14,192.0,20.15
2024_september,6008,SHADY GROVE STATION & BAY E - EAST,39.120563,-77.163665,2024-09-10,253,2,17.25,19.467,04:52:00,24:20:00,2024-09-14,122.0,16.0
2024_september,14776,SHADY GROVE STATION & BAY A - WEST,39.119559,-77.164734,2024-09-10,250,5,16.75,20.6,05:00:00,25:36:00,2024-09-14,133.0,19.05
2024_september,15324,S CAMPUS DR & CAMPUS DR,39.096382,-77.158109,2024-09-10,249,2,15.25,20.95,05:00:00,25:57:00,2024-09-14,195.0,20.117
2024_september,1094,COLESVILLE RD & FENTON ST,38.997315,-77.027143,2024-09-10,241,9,16.75,19.967,04:46:51,24:44:53,2024-09-14,161.0,18.994
2024_september,9182,GLENMONT STATION & BAY C,39.062422,-77.052514,2024-09-10,238,8,20.0,19.967,05:21:00,25:19:00,2024-09-14,123.0,19.817
2024_september,4644,ODENDHAL AVE & RUSSELL AVE,39.150853,-77.203111,2024-09-10,232,5,14.0,21.192,04:42:14,25:53:44,2024-09-14,177.0,19.15
2024_september,4648,ODENDHAL AVE & RUSSELL AVE,39.151504,-77.202001,2024-09-10,232,5,13.75,20.246,04:39:58,24:54:44,2024-09-14,176.0,19.25
2024_september,5542,ROCKVILLE PIKE & MARINELLI RD,39.048142,-77.113201,2024-09-10,225,6,17.75,21.0,04:35:00,25:35:00,2024-09-14,124.0,18.833
2024_september,4906,PINEY BRANCH RD & ARLISS ST,38.998362,-77.000948,2024-09-10,213,5,15.0,20.765,04:48:29,25:34:24,2024-09-14,165.0,20.268
2024_september,4910,PINEY BRANCH RD & BARRON ST,38.998949,-76.997534,2024-09-10,213,5,15.0,20.763,04:49:17,25:35:05,2024-09-14,165.0,20.27
2024_september,4904,PINEY BRANCH RD & FLOWER AVE,38.99824,-77.002984,2024-09-10,213,5,15.0,20.767,04:48:00,25:34:00,2024-09-14,165.0,20.267
2024_september,4908,PINEY BRANCH RD & GARLAND AVE,38.998569,-76.999107,2024-09-10,213,5,15.0,20.764,04:48:55,25:34:46,2024-09-14,165.0,20.269
2024_september,10055,PINEY BRANCH RD & ARLISS ST,38.998545,-77.000799,2024-09-10,211,5,14.75,20.736,04:26:01,25:10:09,2024-09-14,167.0,20.75
2024_september,4932,PINEY BRANCH RD & BARRON ST,38.999307,-76.997056,2024-09-10,211,5,14.75,20.738,04:24:56,25:09:14,2024-09-14,167.0,20.75
2024_september,4938,PINEY BRANCH RD & FLOWER AVE,38.998188,-77.004052,2024-09-10,211,5,14.5,20.733,04:27:00,25:11:00,2024-09-14,167.0,20.75
2024_september,4934,PINEY BRANCH RD & GARLAND AVE,38.998789,-76.999079,2024-09-10,211,5,14.75,20.737,04:25:32,25:09:44,2024-09-14,167.0,20.75
2024_september,4936,PINEY BRANCH RD & GREENWOOD AVE,38.998424,-77.002807,2024-09-10,211,5,14.75,20.734,04:26:34,25:10:38,2024-09-14,167.0,20.75
2024_september,4940,PINEY BRANCH RD & MANCHESTER RD,38.99721,-77.005031,2024-09-10,211,5,14.5,20.733,04:27:21,25:11:19,2024-09-14,167.0,20.749
2024_september,4930,PINEY BRANCH RD & UNIVERSITY BLVD,38.99954,-76.996178,2024-09-10,211,5,14.75,20.739,04:24:41,25:09:01,2024-09-14,167.0,20.75
2024_september,5660,ROCKVILLE STATION & BAY E - WEST,39.084619,-77.146918,2024-09-10,211,3,15.0,19.15,05:10:00,24:19:00,2024-09-14,106.0,15.967
2024_september,14677,GEORGIA AVE & ELLSWORTH DR,38.995167,-77.027014,2024-09-10,210,6,14.0,20.189,05:01:37,25:12:56,2024-09-14,166.0,19.505
2024_september,30120,SILVER SPRING STATION & BAY 229,38.994041,-77.030027,2024-09-10,210,1,15.75,19.283,05:30:00,24:47:00,2024-09-14,152.0,19.117
2024_september,4148,MONROE ST & MONROE PL,39.083344,-77.148877,2024-09-10,204,6,14.0,19.569,05:08:44,24:42:52,2024-09-14,119.0,18.819
2024_september,4150,MONROE ST & MONROE PL,39.08304,-77.149088,2024-09-10,204,6,13.5,20.648,05:10:44,25:49:35,2024-09-14,119.0,18.978
2024_september,5610,ROCKVILLE PIKE & MARINELLI RD,39.047381,-77.113209,2024-09-10,204,5,15.5,20.317,05:27:00,25:46:00,2024-09-14,106.0,19.417
2024_september,308,BETHESDA STATION & BAY E,38.984798,-77.095371,2024-09-10,198,5,15.0,18.067,05:13:00,23:17:00,2024-09-14,73.0,15.517
2024_september,14601,SHADY GROVE STATION & BAY C - EAST,39.120751,-77.163278,2024-09-10,194,3,12.5,19.117,04:58:00,24:05:00,2024-09-14,141.0,16.7
2024_september,17071,MANNAKEE ST & CAMPUS (E) DR,39.096111,-77.156881,2024-09-10,193,2,12.0,20.9,05:01:57,25:55:56,2024-09-14,154.0,19.347
2024_september,3832,MANNAKEE ST & CAMPUS DR,39.096046,-77.156588,2024-09-10,193,2,12.25,19.963,05:00:29,24:58:16,2024-09-14,154.0,19.929
2024_september,3834,MANNAKEE ST & HUNGERFORD DR,39.09638,-77.154467,2024-09-10,193,2,12.25,19.958,05:01:09,24:58:38,2024-09-14,154.0,19.924
2024_september,3836,MANNAKEE ST & HUNGERFORD DR,39.096429,-77.154941,2024-09-10,193,2,12.0,20.899,05:01:30,25:55:28,2024-09-14,154.0,19.346
2024_september,3714,LOST KNIFE RD & CIDER MILL APTS,39.15628,-77.202226,2024-09-10,186,4,12.5,21.185,04:46:13,25:57:19,2024-09-14,142.0,19.424
2024_september,15554,PINEY BRANCH RD & UNIVERSITY BLVD,38.999349,-76.99619,2024-09-10,186,4,13.0,20.762,04:49:37,25:35:22,2024-09-14,144.0,20.271
2024_september,1080,CLUB HOUSE RD & MONTGOMERY VILLAGE AVE,39.174381,-77.205516,2024-09-10,185,4,12.25,21.217,04:50:00,26:03:00,2024-09-14,114.0,19.883
2024_september,6330,TAKOMA STATION & BAY H,38.975629,-77.017007,2024-09-10,185,5,13.5,20.55,04:25:00,24:57:59,2024-09-14,134.0,20.033
2024_september,3718,LOST KNIFE RD & CONTOUR RD,39.154583,-77.201011,2024-09-10,184,4,12.0,20.246,04:38:14,24:53:00,2024-09-14,139.0,19.199
2024_september,3716,LOST KNIFE RD & MONTGOMERY VILLAGE AVE,39.157317,-77.203813,2024-09-10,184,4,12.25,20.245,04:37:14,24:51:57,2024-09-14,139.0,19.196
2024_september,4944,PINEY BRANCH RD & DALE DR,38.993871,-77.008971,2024-09-10,184,4,13.25,20.1,04:48:00,24:54:00,2024-09-14,147.0,19.508
2024_september,8216,ROCKVILLE STATION & BAY B - EAST,39.084947,-77.146424,2024-09-10,175,2,12.25,19.95,05:05:00,25:02:00,2024-09-14,117.0,16.667
2024_september,8836,SHAKESPEARE BLVD & MILESTONE PARK & RIDE,39.197523,-77.249316,2024-09-10,175,5,9.75,20.444,04:59:00,25:25:40,2024-09-14,102.0,18.831
2024_september,5850,2ND AVE & @1400,38.996788,-77.032958,2024-09-10,171,6,12.25,20.561,05:32:29,26:06:07,2024-09-14,106.0,18.939
2024_september,2178,FENTON ST & BONIFANT ST,38.994651,-77.024246,2024-09-10,169,4,11.0,20.189,05:05:07,25:16:28,2024-09-14,146.0,19.512
2024_september,16038,FENTON ST & COLESVILLE RD,38.997287,-77.026624,2024-09-10,169,4,11.25,20.19,05:03:19,25:14:42,2024-09-14,146.0,19.509
2024_september,16011,FENTON ST & ELLSWORTH DR,38.99664,-77.025286,2024-09-10,169,4,11.25,20.187,05:04:06,25:15:20,2024-09-14,146.0,19.51
2024_september,4820,PARKLAWN DR & TWINBROOK PKWY,39.061683,-77.117143,2024-09-10,167,4,12.5,20.017,04:48:44,24:49:44,2024-09-14,112.0,18.916
2024_september,8834,SHAKESPEARE BLVD & FREDERICK RD,39.198327,-77.245726,2024-09-10,165,5,9.75,20.443,04:58:26,25:25:00,2024-09-14,102.0,18.833
2024_september,17484,SILVER SPRING STATION & BAY 222,38.993784,-77.030334,2024-09-10,162,2,10.75,20.833,04:35:00,25:25:00,2024-09-14,116.0,20.85
2024_september,4902,PINEY BRANCH RD & MANCHESTER RD,38.99722,-77.004816,2024-09-10,161,4,11.0,20.765,04:47:21,25:33:16,2024-09-14,117.0,20.265
2024_september,8974,SOMERVILLE DR & @15910,39.117809,-77.166695,2024-09-10,161,4,9.75,20.342,04:52:34,25:13:04,2024-09-14,122.0,19.173
2024_september,6110,SOMERVILLE DR & REDLAND RD,39.117687,-77.165477,2024-09-10,161,4,10.25,20.464,05:07:33,25:35:24,2024-09-14,124.0,19.3
2024_september,6112,SOMERVILLE DR & REDLAND RD,39.117331,-77.165183,2024-09-10,160,4,10.0,20.323,04:54:00,25:13:23,2024-09-14,122.0,19.167
2024_september,1154,COLESVILLE RD & SPRING ST,38.998359,-77.026699,2024-09-10,158,7,11.75,19.983,04:49:56,24:48:56,2024-09-14,94.0,19.117
2024_september,16024,COLESVILLE RD & SPRING ST,38.998812,-77.026165,2024-09-10,158,7,11.5,19.923,04:47:22,24:42:45,2024-09-14,97.0,18.989
2024_september,2494,S FREDERICK AVE & S WESTLAND DR,39.126292,-77.182941,2024-09-10,158,3,11.5,20.29,05:22:46,25:40:09,2024-09-14,90.0,19.26
2024_september,30129,BRIGGS CHANEY PARK & RIDE &,39.07801,-76.942113,2024-09-10,157,1,8.0,19.733,05:15:00,24:59:00,2024-09-14,152.0,19.467
2024_september,30130,CASTLE BLVD &,39.085218,-76.94054,2024-09-10,157,1,8.0,19.654,05:17:23,24:56:36,2024-09-14,152.0,19.387
2024_september,4654,OLD GEORGETOWN RD & COMMERCE LN,38.98603,-77.09623,2024-09-10,157,6,11.0,19.554,05:15:21,24:48:34,2024-09-14,77.0,18.75
2024_september,4656,OLD GEORGETOWN RD & WOODMONT AVE,38.986518,-77.097025,2024-09-10,157,6,11.0,19.557,05:15:29,24:48:54,2024-09-14,77.0,18.75
2024_september,4728,OLD GEORGETOWN RD & ARLINGTON RD,38.987188,-77.098391,2024-09-10,156,6,11.5,19.245,05:11:58,24:26:39,2024-09-14,77.0,18.167
2024_september,8838,SHAKESPEARE BLVD & OBSERVATION DR,39.197542,-77.252824,2024-09-10,155,4,10.0,20.688,04:45:00,25:26:17,2024-09-14,102.0,18.829
2024_september,3324,HUNGERFORD DR & FREDERICK AVE,39.094031,-77.153179,2024-09-10,154,3,9.75,20.749,05:09:18,25:54:16,2024-09-14,117.0,19.065
2024_september,6934,N WASHINGTON ST & BEALL AVE,39.086761,-77.152875,2024-09-10,154,3,9.75,20.748,05:07:05,25:51:59,2024-09-14,117.0,19.065
2024_september,6936,N WASHINGTON ST & DAWSON AVE,39.088525,-77.153572,2024-09-10,154,3,9.5,20.749,05:07:38,25:52:33,2024-09-14,117.0,19.065
2024_september,6938,N WASHINGTON ST & MARTINS LN,39.090341,-77.153626,2024-09-10,154,3,9.75,20.749,05:08:10,25:53:06,2024-09-14,117.0,19.065
2024_september,6932,N WASHINGTON ST & MIDDLE LN,39.085416,-77.152859,2024-09-10,154,3,9.75,20.748,05:06:41,25:51:35,2024-09-14,117.0,19.065
2024_september,2700,FRIENDSHIP HEIGHTS STATION & BAY F,38.961621,-77.085439,2024-09-10,153,3,11.5,19.45,05:10:00,24:37:00,2024-09-14,92.0,18.75
2024_september,2654,S FREDERICK AVE & S WESTLAND DR,39.125636,-77.182524,2024-09-10,153,3,11.75,20.315,04:48:48,25:07:42,2024-09-14,89.0,19.183
2024_september,17588,TAKOMA-LANGLEY TRANSIT CENTER & BAY E,38.989919,-76.987869,2024-09-10,153,1,9.5,21.317,04:20:00,25:39:00,2024-09-14,116.0,21.35
2024_september,1460,CONTOUR RD & HORIZON RUN RD,39.155856,-77.198464,2024-09-10,152,3,9.25,20.611,05:19:47,25:56:27,2024-09-14,117.0,19.147
2024_september,1462,CONTOUR RD & LOST KNIFE RD,39.15529,-77.200613,2024-09-10,152,3,9.25,20.611,05:20:11,25:56:50,2024-09-14,117.0,19.147
2024_september,1456,CONTOUR RD & ODENDHAL AVE,39.152762,-77.195989,2024-09-10,152,3,9.25,20.611,05:18:57,25:55:38,2024-09-14,117.0,19.149
2024_september,1458,CONTOUR RD & TUNSTALL DR,39.154378,-77.196693,2024-09-10,152,3,9.25,20.611,05:19:20,25:56:01,2024-09-14,117.0,19.148
2024_september,3327,HUNGERFORD DR & @700,39.093247,-77.153585,2024-09-10,152,3,10.0,19.94,05:03:12,24:59:36,2024-09-14,116.0,19.911
2024_september,3326,HUNGERFORD DR & FREDERICK AVE,39.094304,-77.153506,2024-09-10,152,3,10.0,19.956,05:02:02,24:59:22,2024-09-14,116.0,19.914
2024_september,6942,N WASHINGTON ST & DAWSON AVE,39.089001,-77.153837,2024-09-10,152,3,9.5,19.933,05:04:33,25:00:33,2024-09-14,116.0,19.899
2024_september,6940,N WASHINGTON ST & MARTINS LN,39.091213,-77.153724,2024-09-10,152,3,10.0,19.94,05:03:40,25:00:04,2024-09-14,116.0,19.905
2024_september,4640,ODENDHAL AVE & FREDERICK AVE,39.148614,-77.206481,2024-09-10,152,3,9.0,21.196,04:41:10,25:52:54,2024-09-14,117.0,19.15
2024_september,4642,ODENDHAL AVE & RUSSELL AVE,39.150007,-77.204669,2024-09-10,152,3,9.0,21.193,04:41:46,25:53:22,2024-09-14,117.0,19.15
2024_september,4008,MEDICAL CENTER STATION & BAY D,38.999361,-77.098316,2024-09-10,151,2,8.75,19.933,05:29:00,25:25:00,2024-09-14,111.0,19.283
2024_september,4652,ODENDHAL AVE & FREDERICK AVE,39.148635,-77.206778,2024-09-10,151,3,8.75,20.241,04:41:12,24:55:41,2024-09-14,116.0,19.196
2024_september,4650,ODENDHAL AVE & RUSSELL AVE,39.150146,-77.204794,2024-09-10,151,3,8.75,20.244,04:40:38,24:55:15,2024-09-14,116.0,19.197
2024_september,6002,SHADY GROVE STATION & BAY B - EAST,39.120861,-77.16307,2024-09-10,150,5,11.5,17.367,05:05:00,22:27:00,2024-09-14,85.0,14.533
2024_september,6006,SHADY GROVE STATION & BAY D - EAST,39.120658,-77.163467,2024-09-10,150,3,10.0,19.4,04:55:00,24:19:00,2024-09-14,92.0,15.667
2024_september,5848,2ND AVE & SPRING ST,38.997572,-77.034244,2024-09-10,149,5,10.5,20.561,05:32:10,26:05:49,2024-09-14,95.0,18.938
2024_september,30255,MEDICAL CENTER DRIVE & MEDICAL CENTER WAY,39.096965,-77.199868,2024-09-10,149,4,12.25,18.467,05:13:00,23:41:00,2024-09-14,74.0,14.717
2024_september,30256,MEDICAL CENTER DRIVE & MEDICAL CENTER WAY,39.096666,-77.199658,2024-09-10,149,4,11.75,18.75,05:15:00,24:00:00,2024-09-14,75.0,15.317
2024_september,4010,MEDICAL CENTER STATION & BAY E,38.999281,-77.098122,2024-09-10,148,3,14.0,15.983,05:30:00,21:29:00,,,
2024_september,7738,CHAPMAN AVE & BOUIC AVE,39.061214,-77.12122,2024-09-10,146,3,10.25,20.668,04:46:30,25:26:33,2024-09-14,106.0,19.48
2024_september,3216,HALPINE RD & ROCKVILLE PIKE,39.061943,-77.123564,2024-09-10,146,3,10.25,20.669,04:45:38,25:25:47,2024-09-14,106.0,19.479
2024_september,5618,ROCKVILLE PIKE & SECURITY LN,39.041631,-77.110458,2024-09-10,143,3,10.75,20.312,05:28:23,25:47:08,2024-09-14,71.0,19.373
2024_september,806,CARROLL AVE & MAPLE AVE,38.974994,-77.015418,2024-09-10,142,5,10.25,20.46,05:15:48,25:43:25,2024-09-14,101.0,19.634
2024_september,6800,VEIRS MILL RD & ENNALLS AVE,39.039709,-77.054637,2024-09-10,141,4,9.5,19.831,04:45:55,24:35:47,2024-09-14,95.0,15.752
2024_september,5968,SHADY GROVE RD & CRABBS BRANCH WAY,39.128573,-77.167749,2024-09-10,140,3,10.0,19.363,04:55:13,24:16:59,2024-09-14,75.0,16.15
2024_september,5536,ROCKVILLE PIKE & SECURITY LN,39.042215,-77.110334,2024-09-10,139,3,11.0,20.216,05:20:49,25:33:46,2024-09-14,71.0,18.833
2024_september,6010,SHADY GROVE STATION & BAY F - EAST,39.120473,-77.163855,2024-09-10,139,1,11.75,14.667,05:05:00,19:45:00,2024-09-14,52.0,12.883
2024_september,30267,TRAVILLE GATEWAY DRIVE & BAY B,39.092632,-77.202374,2024-09-10,139,1,12.0,14.8,05:10:00,19:58:00,2024-09-14,52.0,12.867
2024_september,5852,2ND AVE & COLESVILLE RD,38.995132,-77.031169,2024-09-10,137,5,10.5,20.56,05:33:03,26:06:39,2024-09-14,72.0,18.941
2024_september,2168,FENTON ST & BONIFANT ST,38.994221,-77.024023,2024-09-10,137,3,9.75,20.122,04:53:25,25:00:43,2024-09-14,114.0,19.504
2024_september,14874,FENTON ST & ELLSWORTH DR,38.997145,-77.025771,2024-09-10,137,3,9.5,20.133,04:54:18,25:02:17,2024-09-14,114.0,19.509
2024_september,2170,FENTON ST & WAYNE AVE,38.995226,-77.024256,2024-09-10,137,3,9.5,20.125,04:53:41,25:01:12,2024-09-14,114.0,19.505
2024_september,3838,MANNAKEE ST & CAMPUS DR,39.095999,-77.157392,2024-09-10,137,1,8.75,19.917,05:02:04,24:57:04,2024-09-14,113.0,19.167
2024_september,4194,OBSERVATION DR & MONTGOMERY COLLEGE,39.187903,-77.249488,2024-09-10,137,1,8.25,21.2,04:18:00,25:30:00,2024-09-14,113.0,20.5
2024_september,14775,ROCKVILLE STATION & BAY B - WEST,39.084042,-77.14627,2024-09-10,137,1,8.5,19.983,05:04:00,25:03:00,2024-09-14,113.0,19.167
2024_september,6014,SHADY GROVE STATION & BAY B - WEST,39.119688,-77.164833,2024-09-10,137,1,8.75,20.067,04:54:00,24:58:00,2024-09-14,113.0,19.383
2024_september,6844,VEIRS MILL RD & UNIVERSITY W BLVD,39.03968,-77.055133,2024-09-10,137,4,9.25,19.741,05:28:02,25:12:30,2024-09-14,82.0,18.717
2024_september,4900,PINEY BRANCH RD & PARK CREST DR,38.994327,-77.008295,2024-09-10,136,4,9.75,20.227,05:10:04,25:23:41,2024-09-14,107.0,19.517
2024_september,4502,TAKOMA-LANGLEY TRANSIT CENTER & BAY G,38.989831,-76.987734,2024-09-10,136,3,10.0,20.583,05:00:00,25:35:00,2024-09-14,91.0,19.483
2024_september,4942,PINEY BRANCH RD & PARK CREST DR,38.994402,-77.008412,2024-09-10,135,4,9.75,20.092,04:47:46,24:53:19,2024-09-14,109.0,19.51
2024_september,4946,PINEY BRANCH RD & SILVER SPRING AVE,38.992582,-77.009743,2024-09-10,135,4,9.75,20.089,04:48:24,24:53:44,2024-09-14,109.0,19.504
2024_september,4948,PINEY BRANCH RD & SLIGO AVE,38.99169,-77.010139,2024-09-10,135,4,10.0,20.089,04:48:40,24:54:00,2024-09-14,109.0,19.503
2024_september,17635,WOODMONT AVE & OLD GEORGETOWN RD,38.98595,-77.097046,2024-09-10,134,5,9.0,19.067,05:23:18,24:27:18,2024-09-14,77.0,18.167
2024_september,8410,ROCK SPRING DR & ROCKLEDGE DR,39.027004,-77.132736,2024-09-10,133,4,10.0,20.0,04:27:40,24:27:40,2024-09-14,60.0,18.5
2024_september,9684,CARROLL AVE & COLUMBIA AVE,38.975864,-77.009033,2024-09-10,131,4,9.5,20.162,04:27:25,24:37:10,2024-09-14,103.0,19.5
2024_september,744,CARROLL AVE & LAUREL AVE,38.974611,-77.01256,2024-09-10,131,4,9.5,20.164,04:26:35,24:36:27,2024-09-14,103.0,19.5
2024_september,742,CARROLL AVE & MAPLE AVE,38.974798,-77.014506,2024-09-10,131,4,9.5,20.165,04:26:11,24:36:06,2024-09-14,103.0,19.5
2024_september,748,CARROLL AVE & PHILADELPHIA AVE,38.977438,-77.007737,2024-09-10,131,4,9.5,20.161,04:27:58,24:37:38,2024-09-14,103.0,19.5
2024_september,746,CARROLL AVE & TULIP AVE,38.975171,-77.010043,2024-09-10,131,4,9.5,20.163,04:27:09,24:36:56,2024-09-14,103.0,19.5
2024_september,4658,OLD GEORGETOWN RD & FAIRMONT AVE,38.987235,-77.098196,2024-09-10,131,5,9.5,19.562,05:15:41,24:49:24,2024-09-14,54.0,18.75
2024_september,8412,ROCK SPRING DR & ROCKLEDGE DR,39.027235,-77.132707,2024-09-10,131,4,9.25,19.492,05:26:30,24:56:00,2024-09-14,60.0,18.633
2024_september,8842,SHAKESPEARE BLVD & AMBER RIDGE DR,39.197259,-77.249553,2024-09-10,131,3,7.75,19.932,04:21:30,24:17:24,2024-09-14,101.0,19.182
2024_september,8844,SHAKESPEARE BLVD & ETON MANOR DR,39.197782,-77.24672,2024-09-10,131,3,7.5,19.933,04:22:00,24:18:00,2024-09-14,101.0,19.183
2024_september,8840,SHAKESPEARE BLVD & OBSERVATION DR,39.197281,-77.252489,2024-09-10,131,3,7.75,19.93,04:21:06,24:16:54,2024-09-14,101.0,19.18
2024_september,6580,TWINBROOK STATION & BAY C - EAST,39.062016,-77.119799,2024-09-10,130,2,9.0,20.017,04:50:00,24:51:00,2024-09-14,93.0,18.917
2024_september,800,CARROLL AVE & PARK AVE,38.975989,-77.009081,2024-09-10,129,4,9.25,20.382,05:19:03,25:41:57,2024-09-14,101.0,19.632
2024_september,798,CARROLL AVE & PHILADELPHIA AVE,38.97766,-77.007611,2024-09-10,129,4,9.25,20.381,05:18:32,25:41:24,2024-09-14,101.0,19.631
2024_september,802,CARROLL AVE & TULIP AVE,38.975259,-77.010204,2024-09-10,129,4,9.25,20.382,05:19:21,25:42:16,2024-09-14,101.0,19.632
2024_september,804,CARROLL AVE & WILLOW AVE,38.974794,-77.012938,2024-09-10,129,4,9.25,20.382,05:19:57,25:42:54,2024-09-14,101.0,19.633
2024_september,5644,ROCKVILLE PIKE & NORTH DR,39.004847,-77.097664,2024-09-10,127,4,7.5,19.939,05:15:14,25:11:35,2024-09-14,70.0,18.85
2024_september,17480,SILVER SPRING STATION & BAY 110,38.993781,-77.030076,2024-09-10,127,2,8.25,18.417,04:45:00,23:10:00,2024-09-14,84.0,16.0
2024_september,1284,CONNECTICUT AVE & PLYERS MILL RD,39.029321,-77.075878,2024-09-10,126,5,10.25,20.283,05:37:16,25:54:14,2024-09-14,90.0,18.817
2024_september,1916,EAST WEST HWY & COLESVILLE RD,38.994318,-77.033133,2024-09-10,126,4,9.0,18.751,05:00:48,23:45:51,2024-09-14,92.0,18.089
2024_september,1918,EAST WEST HWY & W FALKLAND LN,38.994625,-77.035166,2024-09-10,126,4,9.0,18.751,05:01:15,23:46:18,2024-09-14,92.0,18.089
2024_september,4254,MONTGOMERY VILLAGE AVE & CENTERWAY RD,39.172255,-77.203858,2024-09-10,124,5,8.5,19.92,04:50:56,24:46:08,2024-09-14,81.0,18.583
2024_september,4256,MONTGOMERY VILLAGE AVE & STEDWICK RD,39.169952,-77.204516,2024-09-10,124,5,8.5,19.925,04:51:22,24:46:52,2024-09-14,81.0,18.583
2024_september,6944,N WASHINGTON ST & BEALL AVE,39.086671,-77.153077,2024-09-10,124,2,7.25,19.926,05:05:31,25:01:05,2024-09-14,97.0,19.892
2024_september,6946,N WASHINGTON ST & MIDDLE LN,39.085235,-77.153057,2024-09-10,124,2,7.25,19.922,05:06:05,25:01:24,2024-09-14,97.0,19.888
2024_september,17487,SILVER SPRING STATION & BAY 227,38.993609,-77.029899,2024-09-10,123,2,7.25,19.25,05:03:00,24:18:00,2024-09-14,96.0,17.483
2024_september,3400,E JEFFERSON ST & MARYLAND AVE,39.082747,-77.150808,2024-09-10,121,3,7.0,20.654,05:11:10,25:50:24,2024-09-14,68.0,18.983
2024_september,3406,E JEFFERSON ST & MARYLAND AVE,39.082836,-77.151484,2024-09-10,121,3,7.5,19.571,05:07:22,24:41:38,2024-09-14,67.0,18.821
2024_september,1146,COLESVILLE RD & DALE DR,39.005024,-77.023215,2024-09-10,120,6,9.5,18.036,05:02:39,23:04:47,2024-09-14,62.0,14.969
2024_september,1100,COLESVILLE RD & NORTH NOYES DR,39.001583,-77.025003,2024-09-10,120,6,9.5,18.009,04:48:21,22:48:55,2024-09-14,65.0,16.009
2024_september,1150,COLESVILLE RD & NORTH NOYES DR,39.001502,-77.025294,2024-09-10,120,6,9.5,18.039,05:03:43,23:06:03,2024-09-14,62.0,14.972
2024_september,1098,COLESVILLE RD & NOYES DR,38.999908,-77.025696,2024-09-10,120,6,9.25,18.008,04:47:45,22:48:13,2024-09-14,65.0,16.008
2024_september,1152,COLESVILLE RD & NOYES DR,38.999691,-77.026002,2024-09-10,120,6,9.5,18.041,05:04:14,23:06:40,2024-09-14,62.0,14.974
2024_september,1102,COLESVILLE RD & ROWAN RD,39.003878,-77.023691,2024-09-10,120,6,9.75,18.012,04:49:12,22:49:55,2024-09-14,65.0,16.011
2024_september,1148,COLESVILLE RD & ROWAN RD,39.004102,-77.023823,2024-09-10,120,6,9.5,18.036,05:02:56,23:05:07,2024-09-14,62.0,14.97
2024_september,1144,COLESVILLE RD & SILGO CREEK PKWY,39.00695,-77.021364,2024-09-10,120,6,9.5,18.033,05:02:00,23:04:00,2024-09-14,62.0,14.967
2024_september,17552,FENTON ST & THAYER AVE,38.993187,-77.024167,2024-09-10,120,3,7.75,20.11,05:10:37,25:17:13,2024-09-14,108.0,19.514
2024_september,2486,FREDERICK RD & MIDWAY CENTER,39.117706,-77.169452,2024-09-10,120,3,7.75,20.308,05:19:00,25:37:27,2024-09-14,90.0,19.242
2024_september,14530,FREDERICK RD & RIDGEMONT AVE,39.119166,-77.172222,2024-09-10,120,3,7.5,20.315,04:51:10,25:10:04,2024-09-14,89.0,19.179
2024_september,14535,FREDERICK RD & RIDGEMONT AVE,39.11907,-77.171538,2024-09-10,120,3,7.75,20.304,05:19:23,25:37:38,2024-09-14,90.0,19.246
2024_september,2488,FREDERICK RD & SHADY GROVE RD,39.121807,-77.176173,2024-09-10,120,3,7.75,20.289,05:21:13,25:38:34,2024-09-14,90.0,19.261
2024_september,2490,FREDERICK RD & SHADY GROVE RD,39.123038,-77.177994,2024-09-10,120,3,7.75,20.283,05:22:00,25:39:00,2024-09-14,90.0,19.267
2024_september,2658,FREDERICK RD & SHADY GROVE RD,39.122133,-77.177274,2024-09-10,120,3,7.5,20.317,04:50:00,25:09:00,2024-09-14,89.0,19.183
2024_september,6016,KING FARM BLVD & FREDERICK RD,39.117987,-77.168117,2024-09-10,120,3,7.5,20.314,04:52:09,25:10:58,2024-09-14,89.0,19.174
2024_september,7062,WAYNE AVE & CEDAR ST,38.997421,-77.021393,2024-09-10,120,3,7.75,20.756,04:42:41,25:28:01,2024-09-14,90.0,20.256
2024_september,7068,WAYNE AVE & DALE DR,38.999195,-77.017729,2024-09-10,120,3,7.5,20.758,04:43:50,25:29:18,2024-09-14,90.0,20.258
2024_september,7066,WAYNE AVE & DARTMOUTH AVE,38.998902,-77.019301,2024-09-10,120,3,7.5,20.757,04:43:27,25:28:52,2024-09-14,90.0,20.257
2024_september,7070,WAYNE AVE & MANSFIELD RD,38.999835,-77.013002,2024-09-10,120,3,7.5,20.76,04:44:58,25:30:34,2024-09-14,90.0,20.261
